"state","year","NOx","NH3","SO2","PM25","VOCs","Biogenic VOCs","NOx","NH3","SO2","PM25","VOCs","Biogenic VOCs"
"AL",2008,65.1783592744087,200.949740679495,55.6865868779031,2.84681777059468,178.083768098442,1552.2801,2.14530666995577,181.29328085993,24.9357046740274,435.218694992943,32.5923359615806,0
"AL",2011,63.874805781786,235.47480792104,87.3362133427836,25.7954227375146,208.852737893951,1718.21236,2.49287406364582,123.79858048989,22.0092030225036,245.891548084071,26.7564511767247,0
"AL",2014,48.8640624113144,212.683722546478,98.3022760568896,20.2452426116887,194.829449955593,1678.41227,2.46531605798508,113.510125780601,18.9701083906125,173.640361897764,32.8508662297203,0
"AR",2008,122.112816972831,164.997209886589,73.8002924815697,2.74220275336005,153.706586522959,1124.47616,1.1887164705,75.0447495467781,7.67107565845795,87.3081226657583,27.9646966904913,0
"AR",2011,119.459981145994,175.230773824572,71.0720188689467,2.46027444487633,144.203328021164,1461.60019,1.260979868494,71.4024466863447,6.78186620762945,84.9219176157018,22.8108351168118,0
"AR",2014,65.0755559771944,150.816718830642,66.151954972702,1.10913983070442,128.167180801532,1339.61404,1.87144751893,71.5878245958804,5.93555795497609,85.7135155257991,24.6317141501819,0
"AZ",2008,40.412639653733,251.190011582056,61.0491112447597,4.85136836978644,194.398785101002,1920.4181,1.115569441717,94.8096802640628,9.41022472297609,82.4338281855898,3.77491683591814,0
"AZ",2011,39.2154800559469,207.716077874895,44.2870270665007,1.80420419083418,164.54761036646,2102.9645,1.71711867569,68.351263647376,8.44774358442987,68.3021998458141,3.43482553131875,0
"AZ",2014,30.8283998214659,184.584076010592,46.9944879119322,1.54780795307756,160.849112252272,1850.6714,1.68260872735,62.861617435243,8.05235205666986,47.2166313436809,5.57009843674723,0
"CA",2008,344.157238322199,991.383959865092,204.673923144999,18.1680960196932,710.148319414356,3284.154299,12.8576938297713,94.9087133992866,23.7563152933572,27.6514804428343,42.7697868394487,0
"CA",2011,256.578715473652,694.082529393541,109.735384633738,8.42661586830799,578.311429492497,2349.232648,9.38908481167939,76.0089710452786,19.0669170146447,21.2630494674343,39.3471472025132,0
"CA",2014,446.674755238478,516.77806503013,106.584501536925,9.7142741862166,622.480738572476,2668.490988,9.42264518502851,63.2747741857003,17.6054807574406,14.2032089490543,40.1543635591967,0
"CO",2008,72.584105263916,181.88837388602,67.8767448227222,1.84951175080171,145.577518239228,865.17401,0.468793869,113.235656724621,9.04838348699643,65.0392288239561,72.1927577732454,0
"CO",2011,72.686290715218,227.199802846494,60.3667760378541,1.91325129904471,392.025925875302,865.318571,0.4752143103,101.540407302697,8.84263492882699,50.8111190073536,73.0580466205773,0
"CO",2014,52.3485566525385,195.680447439612,45.5217207836322,0.647781548399627,198.755508880403,714.484334,0.62561537856,83.3555159052456,6.9825430044849,31.8848812841316,46.8364857515938,0
"CT",2008,4.70062597060601,84.9623259641782,15.6574136117383,13.8909731705136,84.7771907248766,48.7275,0.282728262,8.58047457724587,0.533009084299743,5.55185549146658,1.24667294079609,0
"CT",2011,4.73196986401953,66.954822225923,16.1036597707617,14.0637576808646,78.7671777477758,61.10655,0.4633076521155,6.40388014715185,0.441773465254058,1.27014748589101,1.04200471041953,0
"CT",2014,3.69908702938945,57.01052235394,12.5812182705462,10.5643496194106,81.2437915364215,60.64585,0.495200783942133,6.56858693349765,0.506681859401725,1.88044991684861,1.10612514810909,0
"DC",2008,0.354438418172832,12.6087639622217,1.64882367440508,0.93019386181874,10.3976663934793,1.34771,6.255e-06,0.5966490450646,0.045465385407,0.343001629741,0.0693968223251,0
"DC",2011,0.329655929013786,8.725268180371,1.32618153047368,1.04150985091729,7.88190176402301,1.03335,9.610033e-05,0.69233047307285,0.034602001809,0.7876297056477,0.0678289222755,0
"DC",2014,0.317055712856052,8.1302509864927,1.23167864172387,0.202192645803214,8.89716100979511,1.35028,8.197504e-05,0.44819926244,0.03154055295,0.049321785096,0.04178031083,0
"DE",2008,13.7016326237021,29.753396003737,3.88560079147923,3.17323143278603,25.5724372097206,27.05632,0.27008267345,13.849347342978,2.95226315488219,41.1082814960204,3.1324382324575,0
"DE",2011,5.61295519164727,24.7319671545838,4.29510698011582,2.39442766502746,21.0807699337948,22.78395,0.1577453836201,5.62385230670301,1.25431305973828,11.4883083164599,1.7496449993692,0
"DE",2014,7.04499759902559,23.188588322418,3.72210140061819,2.43026876550744,18.94250749891,21.96285,0.2074869800815,5.2152147404965,0.452387404690999,1.89935167827675,1.21007640097186,0
"FL",2008,42.7672989008775,639.187938560876,80.3815912656104,22.7742539198049,642.667075756837,1631.17213,5.374053147,214.506211701699,29.5755378602989,312.368549355666,33.265436513432,0
"FL",2011,46.2836157748747,499.941174130062,94.0787858288278,30.1228588491468,610.080619528874,1545.25282,5.854923959373,109.626952980072,22.2881306413206,132.862160650809,29.6000872748309,0
"FL",2014,73.2278997997693,440.068139437697,144.597919237808,20.0847870699269,504.284855363795,1663.39282,4.409069038817,118.549141290441,20.9262708195412,133.607692130693,30.2794258869681,0
"GA",2008,91.1036897628318,440.829189190306,115.730932542041,4.46194322955229,395.742587823236,1817.22731,6.6083758324,162.863766730857,12.9699259901442,562.301918601339,29.9205673443723,0
"GA",2011,96.8274960707922,332.754173489699,122.505436496188,8.22220523171958,312.601368980895,1832.71539,6.7077261603043,103.145281020135,18.6601104525541,215.798100936624,28.5768892526205,0
"GA",2014,75.0746188723181,264.310960611598,95.0471889123001,6.03436202127283,277.074682718033,1779.26426,6.5630623086609,84.9337550382541,16.3912919058595,91.8240859427499,30.4326549821665,0
"IA",2008,297.954620651605,211.194992044014,105.299292626716,4.23243114699032,147.809626446701,304.41581,3.419135727,89.6861793909245,11.4185861176358,160.616025872631,22.3229429804648,0
"IA",2011,283.316258715602,203.560234729128,106.603097015103,3.26135592293543,152.370639026207,290.96215,3.66958748071,69.7548302056169,10.0294867644311,126.900044169,21.4296820789039,0
"IA",2014,275.855214135615,181.295312323338,69.1585163874461,0.992209058204244,135.159963554836,230.56858,3.61509086123,58.3191344210928,7.64722089734526,90.6072791859084,22.2288088854512,0
"ID",2008,104.785417626192,74.8908755985691,72.2616630723745,9.52413276066511,133.780145759767,977.55302,1.099844378,12.6807341311177,2.36677605298927,7.49951783507893,1.18910832198767,0
"ID",2011,62.1129093881927,95.1401154754947,53.6892592765714,2.08924074393267,87.747518040746,748.93962,1.24712349772,11.5894104493664,2.0372700811714,6.92729623747355,1.84261439125042,0
"ID",2014,71.2929411276583,87.5129346826156,53.6761989562926,0.767011481269986,85.3431542977866,715.83929,1.47639386626,9.35277328272708,1.63833511444747,4.7563973670386,1.7851273592837,0
"IL",2008,126.862265942405,469.234411507306,163.034986181709,8.72946790824446,396.805922933514,425.33305,1.485825668,205.731884274951,19.3093438670287,377.218266805675,51.1142406755102,0
"IL",2011,115.493096466832,402.224889356124,147.893155122638,7.58777778597299,312.881776901091,416.41992,1.7158780717348,141.52842879713,18.8054370464098,279.724107999749,45.2863266978046,0
"IL",2014,117.56762729691,378.060967528545,160.988739254486,8.46971290900424,327.477021311135,362.76563,1.91373786885242,109.81720849969,15.8470131588537,182.86104249362,43.7488006817148,0
"IN",2008,106.989727094751,301.70860572181,97.9324894374104,17.5691162201825,275.359590676637,297.96786,1.18752830849488,264.228832444357,58.0494850393078,672.471165597654,39.5389324499641,0
"IN",2011,113.659555676506,285.388066082519,101.010231885712,3.6444199427866,241.462414326427,267.09767,1.15087113027,180.293627933508,22.1828094562453,421.339733980364,37.6454677304179,0
"IN",2014,69.5847841290793,253.177984665865,79.0816116254738,1.92811544820055,235.448124844778,238.845946,1.450872157427,161.85428195875,57.5318204524615,343.351239844584,32.6099063064997,0
"KS",2008,157.625835238889,236.766384017256,136.858999341158,9.39206461095711,131.243480195546,495.00885,1.935051155248,105.761326970852,5.3732967647656,103.214606163546,18.7114391457991,0
"KS",2011,173.608428637106,279.265533275481,148.869275237211,3.41937872770914,233.823679842335,590.64826,1.94920732841,96.0091597962793,6.62773413182012,46.8911610711591,18.3175733941638,0
"KS",2014,174.21016244109,259.023445465962,117.823193457195,3.77737976343747,211.314142732217,487.42989,1.6424033349165,69.9407510505854,5.70816545359633,36.4873287464151,18.0806603548672,0
"KY",2008,54.478252038823,194.062625623484,44.5981668619436,2.58573628464843,143.837881268283,540.30096,0.9711130603,199.302696054724,23.8808334637147,379.455968875093,45.5010699724166,0
"KY",2011,53.8948451843617,218.267562420244,47.6883350513477,2.26074340681137,185.423232184193,569.71339,1.2632006647321,123.81571256657,21.919122785068,269.136037805858,46.0627050377103,0
"KY",2014,34.3340832925944,181.081197722261,49.7652804724029,1.22763457175112,167.126135192088,619.18048,1.14223204043382,114.662834230264,16.9895138163789,220.847286977489,48.5509712265193,0
"LA",2008,66.4778117574202,327.381165202459,52.1931272301981,22.861334802706,244.664661908754,1204.9356,7.7101980792446,189.275884911926,49.3994177288167,226.287948885524,68.589781980025,0
"LA",2011,48.1847370627096,369.705445091394,71.7688988438442,39.1302570918035,341.27466803083,1285.54752,7.00746354636,166.143709801714,40.6465580024979,189.866492216426,54.3001433375074,0
"LA",2014,36.2703379937876,222.563394824194,51.1303505703896,8.81283948132204,220.607981455449,1286.53194,8.4329020918405,151.841158809155,19.7539755410369,162.697539349132,55.1897597461444,0
"MA",2008,6.40224022178649,146.257098409933,34.9963969121622,23.3197121899486,161.692814282849,76.410081,0.522085909,23.297607303294,1.96897030745649,52.9366200580792,4.39352043820042,0
"MA",2011,6.51807319871368,120.459639635409,35.9347555857862,24.8792546829457,142.14872186434,94.910978,0.65454640604,17.2678222942307,1.83511410775886,26.4582654936371,3.918888587536,0
"MA",2014,5.06883932509234,112.043116586301,30.8002788353463,11.3423159997419,140.140172956903,97.680932,0.34229052611,16.1293750641426,1.39158112667282,7.54752793273056,3.87534756067725,0
"MD",2008,38.0856889310141,150.270815280134,24.3285852823756,9.3053321330072,141.942597464356,146.42841,0.2023076664,57.8483594980879,8.61826451567658,255.18136942888,3.19566213841601,0
"MD",2011,26.0866578111842,134.201358602143,23.8371964874564,14.2390749318075,115.383370824668,137.89017,0.2948990067,34.4345757720776,4.66136660365818,57.5118133404011,2.92581658026009,0
"MD",2014,15.4217952538963,112.663669434909,26.6668687085359,5.63387947340905,112.238944355623,142.00923,0.32423297444,28.8245897151556,3.18068599179511,42.8559083584862,3.64711125441851,0
"ME",2008,7.58544330473081,56.8066028585792,17.1067417512773,9.77228759680928,72.052163071868,329.43578,0.611160995561,16.7610387614016,2.8235203942931,13.5895036217229,4.37118134030485,0
"ME",2011,7.421106407183,49.0945483130075,16.3745356854563,9.0945130070424,60.533870624968,315.19036,0.59212228095787,13.5382935572266,2.67080312870044,6.43379686233168,3.55209896617928,0
"ME",2014,3.81324110634241,42.4908689711861,14.1541990190811,5.90559380707092,54.3226656604931,436.87838,0.542751216125,12.2678033191991,2.11581865279392,5.33596909091218,3.20442953551493,0
"MI",2008,70.3575443665144,458.206446609367,105.825313795894,25.9881796634835,449.199782171082,513.42023,0.92040191915,183.821198182748,15.6977502275953,389.589231085506,29.0864621622892,0
"MI",2011,64.3468330031176,322.385727278687,110.030760500577,7.39371015205983,419.432789943797,487.94178,1.0444988071,138.135634436909,9.9820507132194,265.966469449774,24.337535857097,0
"MI",2014,40.3462437113331,279.390426665421,73.7172828981955,8.22233825362884,362.578037372836,478.19557,1.153525852156,116.576208471161,8.97193685941457,177.054308195737,25.8184507062567,0
"MN",2008,188.888558273187,298.382824829341,134.53859461941,10.9032128011867,290.064596945788,713.43921,2.05550830703242,119.149092984704,16.370380660378,99.2522281298044,23.0836055457575,0
"MN",2011,194.527314535406,250.94567427861,117.273658050822,7.61681524268285,266.006797093749,594.81222,1.46103909500101,82.9313779532341,17.7676166630153,57.352014183868,20.7053671328323,0
"MN",2014,136.312375390332,213.133971286135,116.435032259723,4.98299828354418,252.717227665857,448.2255,1.10001339625715,79.2433864511996,15.6931607023778,43.4998589490263,20.4572522022431,0
"MO",2008,129.195689304139,321.790393724381,129.88684468741,47.213573271943,256.289639034463,993.54353,1.6563889999,133.821671759735,11.0683270695943,367.601958592754,18.0455764816198,0
"MO",2011,126.795038941827,304.37758042362,134.124312787454,2.0637457213203,208.826639060302,1148.698025,1.70064906342,96.2656883246983,11.1052892489582,255.446206351977,15.0204773312539,0
"MO",2014,89.3889086588115,282.793893467143,162.160047049775,1.71930934892459,207.603306855963,1001.575412,1.46442585889,108.061529180509,11.0996167345864,167.088914073463,15.2654011426622,0
"MS",2008,60.7824562111407,151.689774228013,57.5063925257891,2.23028838651834,132.43566223207,1401.78352,1.9634008878,95.1540893141205,8.04046152942773,84.140125712741,32.8400073297895,0
"MS",2011,57.9057061359434,151.36735976501,103.946770383286,2.6346315715755,170.235858600948,1491.27262,2.314902083304,65.7367496712018,10.211761127815,58.142445860636,27.4431487755909,0
"MS",2014,55.7380379617091,127.405876083856,54.7775431427035,1.4007725450507,110.617716080653,1515.26282,2.890988566306,53.2802529545341,11.1541589298477,104.178333436169,29.2228189139935,0
"MT",2008,55.7412912879738,122.877109661912,52.1163893027677,1.10109832100598,42.0364241341501,1197.71132,0.054851152,42.5790173757814,2.21628818701935,26.6918730941536,4.69170439288658,0
"MT",2011,55.2195008196082,130.759120203621,52.2129340264757,1.28359293557743,97.6300733559328,1023.64803,0.075476194338,26.1397470393998,4.44813647020939,21.7728909501633,4.97564695910597,0
"MT",2014,23.4960509844244,128.418693298712,58.6903397602415,3.7623345330358,109.424905024805,891.01113,0.167599587387,26.8573551700936,4.10556230671797,19.1440851079049,4.47133588889442,0
"NC",2008,174.267836126536,349.989913064144,61.6262040901151,16.1067940792652,366.312656494422,1041.97893,1.5213417580991,97.8791041893557,27.9871468745653,274.540748600143,39.0528967120568,0
"NC",2011,173.087443064019,298.808238308547,60.2976839511327,11.7005734612025,292.001001940753,1061.08797,1.6873286113424,83.9502583875642,14.5463050259822,106.071645740368,38.1203819725134,0
"NC",2014,168.336411980264,240.253481012206,52.7559215531389,5.25226257920747,277.039936745983,1086.36927,1.4410603268055,79.4458939069078,13.2699806569873,64.815183454905,41.5155611584883,0
"ND",2008,79.2240319142648,107.645282927967,78.6736467226031,1.59875868376914,43.3219499428648,251.5491,6.371651191,78.7428301517352,2.58435437596821,142.102707292158,3.87706772991251,0
"ND",2011,93.7666446565612,132.591130172923,71.7216659028869,3.9741662271349,238.553515027415,226.61224,6.09027403949,61.1149182136722,4.12349443839054,102.193909672722,3.87447293104084,0
"ND",2014,40.4836220458049,145.331380220077,86.2059284249416,3.10926845092767,521.305425404261,192.29421,1.390630710405,56.177169626235,5.1774187824104,58.1565406897407,4.8056940578699,0
"NE",2008,177.567997506232,220.440523651439,86.528138235076,2.15238778109298,84.4782937079163,432.78579,1.212344404,57.0376779666093,3.9482301456995,78.2679755018465,4.21626644771537,0
"NE",2011,182.373870276342,217.142091915991,85.2214139618651,1.11521664906848,90.908472392335,372.69932,0.92727463205055,50.325305228594,4.21998987664016,73.9338736176792,6.13461626484106,0
"NE",2014,145.09776228221,180.470075535681,61.2631912175797,0.441378369534951,82.5980579595859,326.43803,1.54700744187095,38.7806306725481,2.55268453917432,64.6810419609522,5.70925242362285,0
"NH",2008,2.10864441146282,43.7571275872117,12.5721117810007,6.72557902445149,54.5612486500449,90.91811,0.19999216127,6.96918690258947,3.68493935590585,38.9403151338972,0.783209445751065,0
"NH",2011,2.36493104903419,31.3956764776494,13.9737090042925,5.51287382669085,45.2318878909574,94.1383,0.3164032411,5.88700485753076,0.736543907844963,25.7436642692432,0.652018132297654,0
"NH",2014,1.46654267107534,34.4081565259774,10.9369535870423,5.10174624948746,40.3254409858115,104.25671,0.178004648,4.34268279064627,0.421341378491586,3.4524874914394,0.441322901416146,0
"NJ",2008,18.6638619081215,217.37985224037,19.7542012008336,16.3367228803406,214.909789255905,125.1439,1.1233876,28.7383464122141,7.21213880373906,28.0336550045381,9.77843594566925,0
"NJ",2011,6.89938300331891,151.856640161219,22.5560170450292,11.1694793995604,169.242989459874,107.05434,1.1503223,17.9223106566312,3.22898579670093,6.73744905528114,7.80046811520829,0
"NJ",2014,13.7674411767847,140.20628268669,20.6219582153353,7.01419680433607,146.633038741427,102.877182,1.184431644516,16.8742659032336,2.69493467368217,3.93696238060194,7.95607652298205,0
"NM",2008,40.5421765775392,139.06643671024,92.6478773617762,1.13646279259059,76.1789606983674,1209.49104,0.390137662,97.7895561006983,3.62629086891092,33.2664103283693,9.377636792488,0
"NM",2011,36.9241518462101,186.962748453322,92.8297658310642,1.75406909290926,200.201763640187,1612.43674,0.4313147617,86.2260461026672,3.58149080465963,31.8097008692971,6.79341310070052,0
"NM",2014,19.1605593795596,173.057566718154,55.2410115254821,2.22235667763487,240.232292191522,1256.51385,0.49741055146,64.7665943745709,2.60221536222352,18.8499464485434,7.38840145564648,0
"NV",2008,6.66744215508107,79.3249214830488,31.2400754145892,5.67116768369876,85.5989353422461,1078.75374,0.302241783,29.897582050034,3.43383877953592,11.2958749020016,2.95266532699443,0
"NV",2011,7.61557441029436,89.4395272463566,27.3596503438343,5.79647210985345,65.9869362407977,1083.27587,0.3067349885,17.3702613378145,2.80890879967322,6.89943532800039,2.52458011306482,0
"NV",2014,18.3929929894363,74.0495941119598,27.7828510172577,3.74423102394722,67.4163694598294,1067.34398,0.42843916735,18.8753737167411,2.37686706370476,11.593836119775,2.67515096904722,0
"NY",2008,47.6196077953845,370.269510198288,86.2510129016308,79.1028587617022,511.842596245807,333.832171,3.03337956788,79.4365753520609,6.77575890519512,114.600571586642,7.72373646068848,0
"NY",2011,49.2247677085667,335.100679856038,87.8508678967274,48.2562006062344,406.104298467804,382.506967,2.1718333198652,62.0973719275306,5.76046880465907,66.6840212630852,10.8102529452287,0
"NY",2014,31.9682221847532,289.65657906719,77.6731036025182,11.129632993026,400.577871528966,381.551211,1.1416685387962,49.7464333692647,4.0258028673474,41.7277695501796,9.99488644183854,0
"OH",2008,93.4341755568099,452.645446026936,111.633648159996,18.0526023999849,392.690772906542,304.40485,3.07731022297708,304.298283851344,64.961145078565,859.014708476818,32.5326766485423,0
"OH",2011,101.451607047506,439.786253627344,109.244836228387,7.40365791956372,401.812255551444,317.97879,4.13583763692922,162.788987311961,48.7007202689613,672.817115295668,31.7078456088958,0
"OH",2014,65.7062336351331,303.917121555579,120.540055536634,5.0125462045808,331.527522486275,295.52309,4.13469347965122,141.861886827939,32.5723664520386,371.483460133009,31.3797597122423,0
"OK",2008,100.222437242411,310.149606733304,109.362599660054,6.4585029018012,336.569564322199,861.13516,3.0585282643,143.070613806055,8.98024249338859,137.116463373959,26.9056080918404,0
"OK",2011,105.730391080792,285.690457208648,95.0375644933286,4.65664017425071,367.1443252994,1185.03084,6.49965617322,162.221683194886,8.60029083410924,118.991689408163,46.558823506203,0
"OK",2014,102.038973839096,251.328760133673,83.9981963369915,2.2532675353025,310.665770033954,1036.1716,3.29170390869,125.999617048116,8.36061604593511,102.846185721728,50.7767075754391,0
"OR",2008,45.3865380795,146.877976201309,49.5403490810877,3.38161138903447,137.079611843183,1296.96845,0.255257327,23.5025043114493,9.07692997502218,15.9313753732537,8.55400779653647,0
"OR",2011,47.1096330909677,139.208837525985,55.3329879258295,5.11872170633476,142.808515050753,913.05509,0.71732495509,20.0916119464045,5.55230212288996,15.9335456795351,9.33360069139319,0
"OR",2014,19.8867345455199,119.449381442337,61.6008324520083,2.76780094815992,124.835815645571,1109.6268,0.65808578908,18.3100122237399,5.29211178991571,9.75717283795589,10.3004903959086,0
"PA",2008,77.3994624116686,368.214212055223,77.1341984688514,77.2994483529744,403.35191057022,420.164208,2.0403910175,256.411376927479,67.8821651691679,910.371693516131,29.2384844645927,0
"PA",2011,78.7321191461283,362.832158447993,81.9150983890624,30.548369536423,347.907218906797,445.28588,1.990852003467,210.203497122074,26.8327647145665,367.948379284026,24.2274646806927,0
"PA",2014,46.054619644312,324.063985865101,86.8582391416659,25.449008071485,453.799920717578,439.42386,1.945381941872,178.034042837962,21.8066509512726,304.354806071113,23.5376721734751,0
"RI",2008,0.971587919702295,17.4797305134775,4.02338427353679,3.32319412810712,22.5517411926772,12.466377,0.11949526,1.6307062901343,0.139756387427302,1.02185962521516,1.21833623946972,0
"RI",2011,0.974415513102355,20.8004556332358,3.80023865298671,3.68002189485221,22.0150119436029,15.805659,0.10011255,1.83062050185341,0.149223069334459,1.00866719372817,1.171138224625,0
"RI",2014,0.776295943270837,23.2093968920105,4.16003297904086,3.09317708139264,22.3493101060039,16.899256,0.08549459,1.66621887789565,0.149943823091159,0.312593024633514,1.12456899835574,0
"SC",2008,32.6241024274122,173.489434193276,41.391103102907,3.6479099238347,184.804492961487,862.6716,2.12268804449759,74.5912476544791,20.16039188075,191.504034964466,25.0179707193555,0
"SC",2011,32.3520196206005,164.419882412771,48.7641216156152,6.44758753800379,160.398635640326,857.7882,2.10267680896325,51.9891791424072,13.5515679979449,94.8996187101871,24.6764531405332,0
"SC",2014,23.0397739463875,137.84078093696,40.4083373417417,3.58090485897893,145.177788282714,896.8239,3.2796700268345,43.1038897429321,8.06071120317068,46.9132612417944,25.5971731566886,0
"SD",2008,132.027159174606,95.2810095182503,48.9656543916126,0.938032783399137,47.8850240579135,414.28859,0.0343475,14.016330667939,0.238966470500071,13.5576129824883,0.224128951261665,0
"SD",2011,129.3128655932,97.9340728364691,58.3516474636732,3.61255466156486,62.9926778539875,354.47892,0.0628073,13.9943028805717,0.961818590910647,11.8358886047005,3.43758563266115,0
"SD",2014,60.2530850126024,89.574840156728,67.2833754234137,0.342446137123333,56.276705852738,293.73811,0.0611907,13.86412696085,1.0271624624583,14.5093774443405,3.5494616911453,0
"TN",2008,37.9494612201322,296.109470504815,56.7755841753175,66.644247172432,232.563478253328,786.0866,1.19255313392,134.274273593525,15.5578511279973,258.046162793474,38.2127721694349,0
"TN",2011,38.9761340539861,271.236394122372,51.4569012756646,3.17561844689851,228.200558601504,787.03874,1.31494481218,65.3541784658288,12.4919957874504,155.988355886999,34.3872614472691,0
"TN",2014,27.9434274427392,222.76193728264,66.3717457159144,2.2149099280599,216.837324172557,801.86394,1.29379567444,56.7265928888262,12.6484869741228,90.2830282004649,38.3512751982007,0
"TX",2008,302.277962826891,1339.28019644139,356.978525318223,33.8786034727863,2064.77682586296,3668.13017,6.6457229289,390.175739130501,42.1928381992706,603.708231096123,120.311466453641,0
"TX",2011,274.997110167292,1041.387089654,339.752548188284,26.340678098332,1637.71678272567,5853.94581,6.865350568091,340.502091332581,40.1299340009425,514.32101507406,106.034033840141,0
"TX",2014,295.474589369534,1028.16979345556,227.563354000464,33.6493112625441,1654.39951226829,4881.71099,6.297096765018,297.843570189382,37.4121020804774,422.857873558606,98.765154349271,0
"UT",2008,42.6349965753772,115.209797922397,37.0267681848471,2.66538251909545,129.294356792885,819.842,0.596704288,93.0803879365477,4.57174526643589,29.3110376186713,7.27410464561302,0
"UT",2011,29.1999159660113,116.913536929947,26.2552024630047,2.26309259613206,213.378549320471,735.69867,0.54516776594,76.4094742887546,5.55742164880597,26.1808771654409,4.52809954018029,0
"UT",2014,20.2799176594504,118.661525741452,28.1055463926802,0.854789323719478,191.113348077272,745.39854,0.68135026818,69.0650878569359,5.54416944158275,26.8937391051383,4.05980316665735,0
"VA",2008,46.8211705846736,276.479750798958,48.2341331333555,18.3298919194143,273.295072680039,731.087819,1.55389843,104.797921014277,8.84862839404677,182.251154993798,27.8356533251262,0
"VA",2011,48.053219929238,244.258015411475,50.1075774132937,10.0673783374573,238.899062548329,779.016769,1.812458952992,77.3533620823115,6.04947239550038,96.3184114442329,18.0818341282308,0
"VA",2014,26.5085357435871,218.560254956412,57.2835065072941,7.17078859132259,214.300435584072,801.123597,2.6428511373935,63.9797247049877,7.05677542726677,68.4895118109257,19.9218409070751,0
"VT",2008,8.3484826401274,21.4028832285388,14.1433898798666,3.87785085334243,28.641601378096,74.5425,0.0151003,0.50128321176868,0.136858531615051,0.166613590536106,0.489718396282503,0
"VT",2011,8.53288518409085,20.393621451731,13.1968278022669,3.01418574871945,27.401900859256,72.51104,0.0176935,0.64945826671814,0.154114966843735,0.431023782333146,0.467323601349,0
"VT",2014,4.12898226119259,16.324596651425,11.4762818870313,1.30933119571965,26.9875891041847,79.52471,0.0186836,0.57769197025223,0.11702651087735,0.193821774666774,0.378723653596676,0
"WA",2008,46.9872441270452,281.432695199214,60.8651814373372,16.9102032641927,229.409118276371,748.53549,0.442315249,38.5331650693007,4.40969741707349,15.7723983231174,12.7074578906821,0
"WA",2011,53.9838892825193,257.62718073591,65.0777853869503,14.5114778542762,232.845169438256,559.3,0.60725393365,32.029988782924,4.01827940136738,14.1620211270214,11.2768235646422,0
"WA",2014,39.1952668844765,217.916746796622,72.4517961371145,14.3455967956234,232.026502105952,695.22023,0.50604168147,30.0642307551142,4.2871707980684,14.897058744591,12.1400280573266,0
"WI",2008,120.418056936497,234.15042515152,82.7130598786397,8.82140925132924,290.32854495635,469.39778,0.93302025912,89.4735817553476,3.55793340450285,193.33921322283,31.4763336518986,0
"WI",2011,119.080497070386,220.176692105079,88.0499784660701,4.11883652028897,258.455112708241,446.463418,1.677393963339,64.9871905199148,8.80346003841992,142.700280942383,21.9112797421277,0
"WI",2014,46.0429710548964,193.280599431282,91.6218580479201,2.64825606472988,205.149933358127,406.12704,2.244124941199,53.0140449681618,6.50669086961842,85.7624627966042,22.3875348918435,0
"WV",2008,13.7681392663309,81.2937129443206,20.6868108857746,5.36324102854268,65.0946449275209,325.95108,0.3057984734,134.978016149229,30.2494345903962,343.967548128658,12.0869255593758,0
"WV",2011,10.3841659897891,94.8262104655039,21.0727596198396,6.29147916593237,109.581981490013,377.19853,0.284119659979,81.5084369380863,12.6387662461973,115.817475406353,9.85462511539888,0
"WV",2014,5.92831441649234,94.1186042329325,19.7579314161481,2.7913017544121,157.334643464048,385.06073,0.23339177582804,94.2454133451778,9.17063870860541,109.613619355917,8.33776693478015,0
"WY",2008,19.8658943568609,101.378121277275,56.8849542992651,2.32145023271796,135.989603495709,659.4033,0.721516191,114.70861580528,24.2056783418199,106.971732370557,18.3053724126939,0
"WY",2011,32.1812268763559,101.478199461233,42.6468652837082,3.88302163178469,144.437848234579,663.2809,0.58240265758,121.548159334041,16.2691247600962,73.9991196437897,22.546323914104,0
"WY",2014,9.5001356832039,104.318649789488,25.2216098001139,2.2503095737666,234.681014053938,539.5149,0.434665412035,72.1391678124168,6.41135396295636,53.9817597121716,20.8987106302861,0
NA,2008,0,0,0,0,0,0,0,0,0,0,0,0
NA,2011,0,0,0,0,0,0,0,0,0,0,0,0
NA,2014,0,0,0,0,0,0,0,0,0,0,0,0
